student_id,course_code,term,has_prerequisites,credits,attendance_rate,midterm_score,final_score,assignment_score,target_passed,past_avg_total_score,past_avg_midterm_score,past_avg_final_score,past_avg_assignment_score,past_avg_attendance,past_pass_rate,courses_taken,dept_pass_rate,prereq_avg_score,prereq_pass_rate
20260670,IS 351,Fall 2024,1,3,87.98,26,38,15,1,82.0,25.833333333333332,39.0,17.166666666666668,69.69166666666666,1.0,6,1.0,86.5,1.0
20260670,HU 323,Fall 2023,0,3,83.97,27,43,18,1,80.5,25.666666666666668,38.166666666666664,16.666666666666668,70.36000000000001,1.0,6,1.0,0.0,0.0
20260670,AI 310,Fall 2023,0,4,68.82,26,31,17,1,82.83333333333333,25.833333333333332,40.166666666666664,16.833333333333332,72.885,1.0,6,1.0,0.0,0.0
20260670,IS 313,Fall 2023,1,2,79.98,28,47,15,1,80.16666666666667,25.5,37.5,17.166666666666668,71.02499999999999,1.0,6,1.0,81.0,1.0
20260670,IS 333,Fall 2023,1,3,53.92,21,44,18,1,81.33333333333333,26.666666666666668,38.0,16.666666666666668,75.36833333333334,1.0,6,1.0,84.5,1.0
20260670,IS 241,Fall 2024,0,4,90.93,28,27,18,1,83.0,25.5,40.833333333333336,16.666666666666668,69.2,1.0,6,1.0,0.0,0.0
20260670,MA 112,Fall 2023,0,3,40.53,25,42,17,1,81.16666666666667,26.0,38.333333333333336,16.833333333333332,77.60000000000001,1.0,6,1.0,0.0,0.0
20260034,IS 241,Fall 2024,0,4,84.18,10,32,6,0,54.0,21.25,25.5,7.25,89.6675,0.75,4,0.5,0.0,0.0
20260034,IS 421,Spring 2024,0,2,100.0,21,31,10,1,50.5,18.5,25.75,6.25,85.71249999999999,0.5,4,0.0,0.0,0.0
20260034,CS 251,Spring 2024,1,4,77.84,18,32,0,1,53.5,19.25,25.5,8.75,91.2525,0.5,4,0.5,60.0,1.0
20260034,HU 334,Spring 2024,1,2,100.0,24,17,19,1,51.0,17.75,29.25,4.0,85.71249999999999,0.5,4,0.5,50.0,1.0
20260034,IS 352,Fall 2024,0,2,80.83,22,22,0,0,55.0,18.25,28.0,8.75,90.505,0.75,4,0.5,0.0,0.0
20260219,IS 360,Spring 2024,0,2,48.11,20,47,16,1,85.75,24.5,44.25,17.0,82.2425,1.0,4,1.0,0.0,0.0
20260219,IS 415,Fall 2024,1,4,87.77,27,50,14,1,83.75,22.75,43.5,17.5,72.3275,1.0,4,1.0,86.5,1.0
20260219,IS 448,Fall 2024,0,3,81.85,30,29,20,1,86.75,22.0,48.75,16.0,73.8075,1.0,4,1.0,0.0,0.0
20260219,CS 111,Spring 2024,1,3,94.93,25,50,14,1,84.25,23.25,43.5,17.5,70.5375,1.0,4,1.0,87.5,1.0
20260219,IS 312,Spring 2024,1,4,64.42,16,48,20,1,85.5,25.5,44.0,16.0,78.16499999999999,1.0,4,1.0,90.0,1.0
20261597,CS 313,Fall 2023,0,2,72.35,21,44,16,1,75.66666666666667,21.666666666666668,35.666666666666664,18.333333333333332,69.98,1.0,3,1.0,0.0,0.0
20261597,IT 111,Spring 2024,1,3,70.23,20,39,16,1,77.66666666666667,22.0,37.333333333333336,18.333333333333332,70.68666666666665,1.0,3,1.0,78.0,1.0
20261597,CS 352,Spring 2024,0,3,71.3,20,35,19,1,78.0,22.0,38.666666666666664,17.333333333333332,70.33,1.0,3,1.0,0.0,0.0
20261597,HU 213,Fall 2023,1,2,68.41,25,33,20,1,76.66666666666667,20.333333333333332,39.333333333333336,17.0,71.29333333333334,1.0,3,1.0,75.0,1.0
20262438,IS 334,Fall 2023,0,4,96.96,29,42,16,1,80.25,22.75,39.75,17.75,65.275,1.0,4,1.0,0.0,0.0
20262438,IS 496,Spring 2024,1,2,49.49,22,31,18,1,84.25,24.5,42.5,17.25,77.1425,1.0,4,1.0,73.0,1.0
20262438,HU 112,Fall 2024,1,4,60.46,15,39,19,1,83.75,26.25,40.5,17.0,74.4,1.0,4,1.0,71.0,1.0
20262438,IS 498,Fall 2023,0,2,78.53,30,46,20,1,78.0,22.5,38.75,16.75,69.8825,1.0,4,1.0,0.0,0.0
20262438,HU 332,Fall 2023,0,3,72.62,24,43,14,1,81.75,24.0,39.5,18.25,71.36,1.0,4,1.0,0.0,0.0
20260650,CS 241,Spring 2024,1,2,75.66,22,42,20,1,81.0,28.0,38.6,14.4,73.136,1.0,5,1.0,76.5,1.0
20260650,HU 112,Fall 2023,1,3,64.24,30,31,15,1,82.6,26.4,40.8,15.4,75.42,1.0,5,1.0,80.5,1.0
20260650,IS 415,Fall 2024,0,2,50.59,29,47,14,1,79.8,26.6,37.6,15.6,78.15,1.0,5,1.0,0.0,0.0
20260650,HU 313,Fall 2024,1,3,78.3,28,33,16,1,82.4,26.8,40.4,15.2,72.60799999999999,1.0,5,1.0,80.0,1.0
20260650,IS 360,Fall 2023,0,3,78.19,26,44,14,1,81.0,27.2,38.2,15.6,72.63,1.0,5,1.0,0.0,0.0
20260650,IT 223,Fall 2024,0,2,94.36,27,38,13,1,82.2,27.0,39.4,15.8,69.39599999999999,1.0,5,1.0,0.0,0.0
20262181,IS 416,Spring 2024,0,4,100.0,23,44,20,1,82.0,27.2,39.0,15.8,71.978,1.0,5,1.0,0.0,0.0
20262181,IT 223,Spring 2024,1,3,58.7,30,40,17,1,82.0,25.8,39.8,16.4,80.23800000000001,1.0,5,1.0,76.5,1.0
20262181,HU 333,Fall 2024,0,3,71.54,28,40,17,1,82.4,26.2,39.8,16.4,77.67,1.0,5,1.0,0.0,0.0
20262181,CS 316,Fall 2024,1,4,71.55,27,33,14,1,84.6,26.4,41.2,17.0,77.668,1.0,5,1.0,83.0,1.0
20262181,CS 352,Spring 2024,0,4,77.88,24,43,18,1,82.4,27.0,39.2,16.2,76.402,1.0,5,1.0,0.0,0.0
20262181,HU 111,Spring 2024,1,3,80.22,27,39,13,1,83.6,26.4,40.0,17.2,75.934,1.0,5,1.0,80.5,1.0
20261580,HU 332,Fall 2024,0,4,53.31,27,41,20,1,67.5,21.5,29.5,16.5,66.755,1.0,2,1.0,0.0,0.0
20261580,MA 111,Spring 2024,1,4,70.53,19,37,14,1,76.5,25.5,31.5,19.5,58.144999999999996,1.0,2,1.0,65.0,1.0
20261580,IS 360,Fall 2023,1,3,62.98,24,22,19,1,79.0,23.0,39.0,17.0,61.92,1.0,2,1.0,70.0,1.0
20260613,CS 213,Fall 2024,1,4,77.53,24,30,10,0,54.2,16.0,27.0,11.2,69.82000000000001,0.6,5,0.0,54.2,0.6
20260613,IS 240,Spring 2024,1,2,54.81,15,31,6,1,56.6,17.8,26.8,12.0,74.364,0.4,5,0.5,56.6,0.4
20260613,CS 313,Spring 2024,1,4,86.87,25,16,11,0,56.6,15.8,29.8,11.0,67.952,0.6,5,0.0,56.6,0.6
20260613,IS 448,Fall 2023,1,4,79.48,16,17,13,0,57.8,17.6,29.6,10.6,69.42999999999999,0.6,5,1.0,57.8,0.6
20260613,AI 310,Fall 2024,1,2,65.68,11,38,15,1,54.2,18.6,25.4,10.2,72.19,0.4,5,0.4,54.2,0.4
20260613,IS 211,Spring 2024,1,3,62.26,13,33,11,1,55.6,18.2,26.4,11.0,72.874,0.4,5,0.5,55.6,0.4
20260251,IS 313,Spring 2024,1,4,91.64,28,34,15,1,83.2,26.2,41.0,16.0,76.72999999999999,1.0,5,1.0,83.33333333333333,1.0
20260251,HU 112,Fall 2023,1,3,63.91,23,42,18,1,82.0,27.2,39.4,15.4,82.276,1.0,5,1.0,81.33333333333333,1.0
20260251,CS 251,Fall 2024,1,2,79.36,25,35,14,1,83.8,26.8,40.8,16.2,79.186,1.0,5,1.0,84.33333333333333,1.0
20260251,IS 350,Spring 2024,1,4,70.24,27,46,20,1,80.0,26.4,38.6,15.0,81.01,1.0,5,1.0,78.0,1.0
20260251,ST 122,Fall 2024,0,4,70.14,30,46,13,1,80.8,25.8,38.6,16.4,81.03,1.0,5,1.0,0.0,0.0
20260251,IS 441,Fall 2023,0,4,100.0,26,36,15,1,83.2,26.6,40.6,16.0,75.058,1.0,5,1.0,0.0,0.0
20261047,CS 251,Fall 2023,1,2,79.54,21,25,11,1,51.333333333333336,16.333333333333332,30.0,5.0,50.98333333333333,0.3333333333333333,3,1.0,74.0,1.0
20261047,IS 434,Fall 2024,0,4,65.09,17,36,0,0,52.666666666666664,17.666666666666668,26.333333333333332,8.666666666666666,55.800000000000004,0.6666666666666666,3,0.0,0.0,0.0
20261047,CS 241,Fall 2024,1,4,44.85,29,39,6,1,45.666666666666664,13.666666666666666,25.333333333333332,6.666666666666667,62.54666666666666,0.3333333333333333,3,1.0,57.0,1.0
20261047,IS 496,Spring 2024,0,3,43.01,3,15,9,0,61.333333333333336,22.333333333333332,33.333333333333336,5.666666666666667,63.16,0.6666666666666666,3,0.0,0.0,0.0
20261518,IS 453,Fall 2024,1,2,78.7,4,34,7,0,54.0,18.5,26.833333333333332,8.666666666666666,78.67666666666666,0.5,6,0.5,53.666666666666664,0.3333333333333333
20261518,IS 441,Fall 2023,1,3,85.9,17,24,5,0,53.833333333333336,16.333333333333332,28.5,9.0,77.47666666666667,0.5,6,0.5,53.333333333333336,0.3333333333333333
20261518,CS 112,Spring 2024,1,3,75.32,24,36,9,1,50.0,15.166666666666666,26.5,8.333333333333334,79.24000000000001,0.3333333333333333,6,0.3333333333333333,45.666666666666664,0.0
20261518,IS 313,Fall 2024,0,4,81.56,11,44,6,1,51.333333333333336,17.333333333333332,25.166666666666668,8.833333333333334,78.2,0.3333333333333333,6,0.25,0.0,0.0
20261518,IT 111,Fall 2024,1,4,80.66,20,17,9,0,53.833333333333336,15.833333333333334,29.666666666666668,8.333333333333334,78.35000000000001,0.5,6,0.5,53.333333333333336,0.3333333333333333
20261518,IS 334,Fall 2023,0,4,64.35,16,24,16,1,52.166666666666664,16.5,28.5,7.166666666666667,81.06833333333333,0.3333333333333333,6,0.25,0.0,0.0
20261518,IS 231,Fall 2023,0,4,84.27,23,16,7,0,53.833333333333336,15.333333333333334,29.833333333333332,8.666666666666666,77.74833333333333,0.5,6,0.5,0.0,0.0
20262198,CS 352,Fall 2023,0,4,52.71,23,17,13,1,54.8,8.2,33.6,13.0,77.198,0.6,5,0.0,0.0,0.0
20262198,CS 251,Fall 2023,1,4,79.38,9,25,7,0,57.2,11.0,32.0,14.2,71.864,0.8,5,1.0,63.5,1.0
20262198,MA 112,Spring 2024,1,3,74.71,13,44,17,1,50.6,10.2,28.2,12.2,72.798,0.6,5,0.6,47.0,0.5
20262198,IS 442,Fall 2023,0,4,79.7,11,39,14,1,52.6,10.6,29.2,12.8,71.8,0.6,5,0.0,0.0,0.0
20262198,IS 455,Fall 2023,0,4,70.07,7,28,7,0,57.0,11.4,31.4,14.2,73.726,0.8,5,1.0,0.0,0.0
20262198,HU 334,Fall 2024,1,3,82.13,1,32,20,1,54.8,12.6,30.6,11.6,71.314,0.6,5,0.6,57.5,0.5
20261136,IS 312,Fall 2024,1,3,80.03,25,10,9,0,58.8,20.4,29.4,9.0,77.946,0.6,5,1.0,58.8,0.6
20261136,IT 423,Fall 2023,0,2,73.82,18,25,0,0,59.0,21.8,26.4,10.8,79.188,0.6,5,0.6,0.0,0.0
20261136,IS 334,Spring 2024,0,2,72.48,23,31,13,1,54.2,20.8,25.2,8.2,79.456,0.4,5,0.0,0.0,0.0
20261136,PH 111,Spring 2024,0,3,78.01,23,31,6,1,55.6,20.8,25.2,9.6,78.35,0.4,5,0.4,0.0,0.0
20261136,MA 111,Spring 2024,0,3,100.0,26,23,10,1,55.8,20.2,26.8,8.8,73.952,0.4,5,0.4,0.0,0.0
20261136,CS 313,Spring 2024,0,2,65.42,12,37,16,0,54.6,23.0,24.0,7.6,80.868,0.6,5,0.6,0.0,0.0
20260955,IS 448,Spring 2024,1,4,51.47,23,29,12,1,75.0,21.333333333333332,38.166666666666664,15.5,74.90000000000002,1.0,6,1.0,76.0,1.0
20260955,HU 121,Fall 2024,0,2,87.59,16,42,16,1,73.33333333333333,22.5,36.0,14.833333333333334,68.88,1.0,6,1.0,0.0,0.0
20260955,IS 352,Fall 2024,0,3,64.2,30,40,13,1,71.83333333333333,20.166666666666668,36.333333333333336,15.333333333333334,72.77833333333335,1.0,6,1.0,0.0,0.0
20260955,IS 334,Fall 2024,0,3,76.76,20,50,16,1,71.33333333333333,21.833333333333332,34.666666666666664,14.833333333333334,70.685,1.0,6,1.0,0.0,0.0
20260955,IS 321,Fall 2024,0,4,55.78,22,34,17,1,73.5,21.5,37.333333333333336,14.666666666666666,74.18166666666667,1.0,6,1.0,0.0,0.0
20260955,HU 331,Spring 2024,0,3,80.22,16,30,12,1,76.0,22.5,38.0,15.5,70.10833333333333,1.0,6,1.0,0.0,0.0
20260955,IS 441,Fall 2023,1,4,84.85,24,33,19,1,73.0,21.166666666666668,37.5,14.333333333333334,69.33666666666666,1.0,6,1.0,64.0,1.0
20260025,IS 334,Spring 2024,0,3,67.48,17,18,7,0,55.25,17.25,25.25,12.75,68.5825,0.5,4,1.0,0.0,0.0
20260025,AI 310,Fall 2024,0,2,34.26,13,10,16,0,56.0,18.25,27.25,10.5,76.8875,0.5,4,0.5,0.0,0.0
20260025,HU 331,Spring 2024,0,3,59.11,14,24,3,0,55.5,18.0,23.75,13.75,70.675,0.5,4,0.5,0.0,0.0
20260025,IS 313,Spring 2024,1,3,100.0,17,39,12,1,48.75,17.25,20.0,11.5,60.4525,0.25,4,0.0,73.0,1.0
20260025,CS 213,Fall 2024,1,3,80.96,25,28,20,1,47.5,15.25,22.75,9.5,65.2125,0.25,4,0.25,68.0,1.0
20260418,IT 211,Fall 2023,1,3,69.18,17,28,9,1,76.0,28.0,34.0,14.0,69.39,1.0,1,1.0,76.0,1.0
20260418,IS 416,Fall 2024,1,4,69.39,28,34,14,1,54.0,17.0,28.0,9.0,69.18,1.0,1,1.0,54.0,1.0
20261752,IS 441,Spring 2024,0,2,100.0,17,27,15,1,59.0,20.8,30.0,8.2,63.912,0.8,5,0.75,0.0,0.0
20261752,IS 443,Fall 2023,0,4,70.38,22,21,1,0,62.0,19.8,31.2,11.0,69.836,1.0,5,1.0,0.0,0.0
20261752,IS 321,Fall 2023,0,2,52.75,8,35,8,1,60.6,22.6,28.4,9.6,73.362,0.8,5,0.75,0.0,0.0
20261752,IS 416,Fall 2024,0,3,57.91,14,40,6,1,58.8,21.4,27.4,10.0,72.33,0.8,5,0.75,0.0,0.0
20261752,IS 455,Fall 2024,0,4,71.01,30,33,12,1,55.8,18.2,28.8,8.8,69.71,0.8,5,0.75,0.0,0.0
20261752,HU 122,Fall 2024,1,3,67.51,30,21,14,1,57.8,18.2,31.2,8.4,70.41,0.8,5,0.8,57.8,0.8
20260509,CS 213,Spring 2024,0,4,68.06,16,41,18,1,82.0,27.0,42.0,13.0,77.50999999999999,1.0,2,1.0,0.0,0.0
20260509,CS 221,Fall 2024,1,4,85.8,24,40,11,1,82.0,23.0,42.5,16.5,68.64,1.0,2,1.0,89.0,1.0
20260509,IS 352,Fall 2023,1,4,69.22,30,44,15,1,75.0,20.0,40.5,14.5,76.93,1.0,2,1.0,75.0,1.0
20260403,MA 112,Fall 2024,1,4,37.59,22,41,14,1,79.4,25.6,37.8,16.0,77.918,0.8,5,0.8,72.0,0.5
20260403,HU 334,Fall 2024,0,4,80.09,27,42,19,1,77.2,24.6,37.6,15.0,69.418,0.8,5,1.0,0.0,0.0
20260403,HU 112,Spring 2024,1,2,80.87,27,39,11,1,79.4,24.6,38.2,16.6,69.262,0.8,5,1.0,72.0,0.5
20260403,IS 441,Fall 2024,0,2,70.08,30,42,20,1,76.4,24.0,37.6,14.8,71.42,0.8,5,0.8,0.0,0.0
20260403,HU 323,Spring 2024,0,4,82.51,20,37,16,1,80.2,26.0,38.6,15.6,68.934,0.8,5,1.0,0.0,0.0
20260403,IT 222,Spring 2024,1,3,76.04,24,29,14,0,81.4,25.2,40.2,16.0,70.228,1.0,5,1.0,77.0,1.0
20260575,IS 312,Spring 2024,1,3,56.82,14,14,7,0,29.5,12.25,14.25,3.0,43.905,0.0,4,0.0,29.5,0.0
20260575,HU 112,Fall 2024,1,3,53.14,0,19,4,0,32.5,15.75,13.0,3.75,44.824999999999996,0.0,4,0.0,32.5,0.0
20260575,IS 231,Spring 2024,1,3,58.48,17,10,2,0,31.0,11.5,15.25,4.25,43.49,0.0,4,0.0,31.0,0.0
20260575,MA 112,Fall 2024,1,3,46.9,20,15,6,0,28.0,10.75,14.0,3.25,46.385,0.0,4,0.0,28.0,0.0
20260575,CS 221,Fall 2023,1,3,17.1,12,13,0,0,32.0,12.75,14.5,4.75,53.835,0.0,4,0.0,32.0,0.0
20262011,IS 451,Fall 2023,1,4,79.39,5,12,5,0,32.0,12.25,13.5,6.25,60.8675,0.0,4,0.0,32.0,0.0
20262011,IS 415,Spring 2024,0,4,75.97,10,27,4,0,27.25,11.0,9.75,6.5,61.722500000000004,0.0,4,0.0,0.0,0.0
20262011,IS 460,Fall 2023,0,3,53.56,9,4,1,0,34.0,11.25,15.5,7.25,67.325,0.0,4,0.0,0.0,0.0
20262011,HU 111,Fall 2023,0,3,72.48,20,12,7,0,27.75,8.5,13.5,5.75,62.595000000000006,0.0,4,0.0,0.0,0.0
20262011,IS 334,Fall 2023,0,3,41.46,10,11,13,0,29.0,11.0,13.75,4.25,70.35000000000001,0.0,4,0.0,0.0,0.0
20260411,IS 415,Fall 2024,0,3,69.97,25,40,17,1,81.25,24.75,40.25,16.25,71.51,1.0,4,1.0,0.0,0.0
20260411,IS 444,Fall 2024,0,3,81.97,22,34,12,1,84.75,25.5,41.75,17.5,68.51,1.0,4,1.0,0.0,0.0
20260411,IS 350,Fall 2023,1,3,67.94,19,30,20,1,84.5,26.25,42.75,15.5,72.0175,1.0,4,1.0,94.0,1.0
20260411,IS 231,Spring 2024,1,3,53.96,30,50,16,1,77.75,23.5,37.75,16.5,75.5125,1.0,4,1.0,80.5,1.0
20260411,MA 113,Fall 2023,1,2,82.17,28,47,17,1,78.75,24.0,38.5,16.25,68.46,1.0,4,1.0,82.5,1.0
20261056,IS 498,Fall 2023,1,2,69.06,25,20,16,1,63.666666666666664,21.166666666666668,30.166666666666668,12.333333333333334,80.425,1.0,6,1.0,77.0,1.0
20261056,IS 455,Spring 2024,0,3,68.59,26,26,9,1,63.666666666666664,21.0,29.166666666666668,13.5,80.50333333333333,1.0,6,1.0,0.0,0.0
20261056,CS 214,Fall 2024,0,3,74.76,19,36,15,1,62.166666666666664,22.166666666666668,27.5,12.5,79.475,1.0,6,1.0,0.0,0.0
20261056,HU 111,Fall 2024,0,3,94.84,22,28,15,1,63.0,21.666666666666668,28.833333333333332,12.5,76.12833333333333,1.0,6,1.0,0.0,0.0
20261056,IS 448,Fall 2024,1,2,73.95,25,41,11,1,61.0,21.166666666666668,26.666666666666668,13.166666666666666,79.61,1.0,6,1.0,61.0,1.0
20261056,IS 421,Fall 2024,0,3,81.08,14,33,12,1,64.0,23.0,28.0,13.0,78.42166666666667,1.0,6,1.0,0.0,0.0
20261056,IT 423,Fall 2023,0,3,89.33,21,17,12,1,65.5,21.833333333333332,30.666666666666668,13.0,77.04666666666667,1.0,6,1.0,0.0,0.0
20261051,CS 111,Spring 2024,1,3,79.18,23,50,13,1,73.6,20.8,37.2,15.6,67.99,0.8,5,1.0,73.6,0.8
20261051,CS 251,Fall 2023,1,4,45.24,25,39,16,1,74.8,20.4,39.4,15.0,74.778,0.8,5,1.0,74.8,0.8
20261051,CS 241,Spring 2024,1,2,92.92,15,46,17,1,75.2,22.4,38.0,14.8,65.242,0.8,5,1.0,75.2,0.8
20261051,HU 313,Spring 2024,1,2,34.9,24,23,11,0,79.2,20.6,42.6,16.0,76.846,1.0,5,1.0,79.2,1.0
20261051,MA 113,Spring 2024,1,3,66.89,14,33,16,1,78.2,22.6,40.6,15.0,70.44800000000001,0.8,5,0.8,78.2,0.8
20261051,IS 345,Spring 2024,1,2,100.0,26,45,18,1,73.0,20.2,38.2,14.6,63.82600000000001,0.8,5,0.8,73.0,0.8
20261557,HU 323,Fall 2024,0,2,36.07,9,27,20,1,54.5,18.75,28.25,7.5,67.205,0.5,4,0.5,0.0,0.0
20261557,IS 231,Spring 2024,1,4,57.4,15,22,5,0,58.0,17.25,29.5,11.25,61.8725,0.75,4,0.5,58.0,0.5
20261557,IS 313,Fall 2024,1,2,85.44,15,30,4,0,56.25,17.25,27.5,11.5,54.8625,0.75,4,0.5,54.5,0.5
20261557,CS 313,Fall 2023,0,3,40.36,19,33,8,1,53.5,16.25,26.75,10.5,66.1325,0.5,4,0.5,0.0,0.0
20261557,IS 351,Fall 2023,1,4,85.62,26,28,13,1,51.75,14.5,28.0,9.25,54.817499999999995,0.5,4,0.0,45.5,0.0
20262366,HU 111,Fall 2023,1,2,62.24,15,29,15,1,58.333333333333336,20.0,26.333333333333332,12.0,73.11666666666667,0.6666666666666666,3,0.6666666666666666,43.0,0.0
20262366,CS 251,Fall 2024,1,2,82.76,13,22,8,0,63.666666666666664,20.666666666666668,28.666666666666668,14.333333333333334,66.27666666666666,1.0,3,1.0,59.0,1.0
20262366,CS 111,Fall 2024,0,4,73.26,28,37,14,1,51.666666666666664,15.666666666666666,23.666666666666668,12.333333333333334,69.44333333333333,0.6666666666666666,3,0.0,0.0,0.0
20262366,IT 241,Spring 2024,0,3,63.33,19,20,14,1,60.333333333333336,18.666666666666668,29.333333333333332,12.333333333333334,72.75333333333333,0.6666666666666666,3,0.6666666666666666,0.0,0.0
20260527,IS 360,Fall 2024,0,4,99.82,19,50,12,1,78.25,27.0,36.25,15.0,75.2525,1.0,4,1.0,0.0,0.0
20260527,IT 223,Spring 2024,1,2,62.73,26,40,16,1,78.0,25.25,38.75,14.0,84.525,1.0,4,1.0,72.0,1.0
20260527,IS 496,Fall 2023,0,3,75.82,26,30,17,1,80.25,25.25,41.25,13.75,81.2525,1.0,4,1.0,0.0,0.0
20260527,CS 112,Fall 2023,0,2,84.73,27,45,14,1,77.0,25.0,37.5,14.5,79.02499999999999,1.0,4,1.0,0.0,0.0
20260527,CS 316,Spring 2024,1,2,77.73,29,30,13,1,80.5,24.5,41.25,14.75,80.77499999999999,1.0,4,1.0,82.0,1.0
20260907,HU 334,Fall 2024,0,4,82.13,19,44,18,1,83.66666666666667,21.666666666666668,44.666666666666664,17.333333333333332,86.68333333333334,0.6666666666666666,3,0.6666666666666666,0.0,0.0
20260907,IS 241,Fall 2023,0,4,80.75,21,45,17,0,83.0,21.0,44.333333333333336,17.666666666666668,87.14333333333333,1.0,3,1.0,0.0,0.0
20260907,IS 313,Fall 2024,1,4,85.01,22,49,20,1,80.33333333333333,20.666666666666668,43.0,16.666666666666668,85.72333333333334,0.6666666666666666,3,0.0,80.33333333333333,0.6666666666666666
20260907,CS 111,Fall 2023,0,2,94.29,22,40,15,1,85.0,20.666666666666668,46.0,18.333333333333332,82.63,0.6666666666666666,3,0.6666666666666666,0.0,0.0
20260211,IS 342,Fall 2023,0,3,77.93,22,42,18,1,87.75,27.25,45.0,15.5,69.3425,1.0,4,1.0,0.0,0.0
20260211,CS 213,Fall 2024,1,3,65.72,30,39,17,1,86.75,25.25,45.75,15.75,72.39500000000001,1.0,4,1.0,90.0,1.0
20260211,CS 251,Fall 2024,1,2,69.8,23,50,18,1,85.5,27.0,43.0,15.5,71.375,1.0,4,1.0,87.5,1.0
20260211,IS 451,Fall 2024,1,2,70.92,26,50,13,1,86.0,26.25,43.0,16.75,71.095,1.0,4,1.0,88.5,1.0
20260211,IS 435,Fall 2024,0,2,70.93,30,41,14,1,87.0,25.25,45.25,16.5,71.0925,1.0,4,1.0,0.0,0.0
20261544,IS 351,Spring 2024,0,2,75.82,19,24,8,1,53.666666666666664,17.333333333333332,27.0,9.333333333333334,77.29,0.6666666666666666,6,0.3333333333333333,0.0,0.0
20261544,IS 441,Fall 2024,0,4,71.53,19,18,5,0,55.166666666666664,17.333333333333332,28.0,9.833333333333334,78.005,0.8333333333333334,6,0.6666666666666666,0.0,0.0
20261544,IT 221,Fall 2023,1,2,76.81,18,27,13,1,52.5,17.5,26.5,8.5,77.125,0.6666666666666666,6,1.0,50.5,0.5
20261544,IS 414,Fall 2024,1,4,95.54,14,20,9,0,55.0,18.166666666666668,27.666666666666668,9.166666666666666,74.00333333333333,0.8333333333333334,6,0.6666666666666666,58.0,1.0
20261544,IS 448,Spring 2024,0,4,69.6,7,41,7,1,53.0,19.333333333333332,24.166666666666668,9.5,78.32666666666667,0.6666666666666666,6,0.3333333333333333,0.0,0.0
20261544,HU 332,Spring 2024,0,3,84.03,23,34,9,1,51.166666666666664,16.666666666666668,25.333333333333332,9.166666666666666,75.92166666666667,0.6666666666666666,6,0.6666666666666666,0.0,0.0
20261544,IT 222,Fall 2024,1,4,66.23,23,22,13,1,52.5,16.666666666666668,27.333333333333332,8.5,78.88833333333332,0.6666666666666666,6,1.0,50.5,0.5
20260796,IT 111,Fall 2023,1,2,78.71,19,40,14,1,79.25,22.25,40.25,16.75,71.24249999999999,1.0,4,1.0,79.5,1.0
20260796,IS 450,Spring 2024,0,4,81.94,15,33,20,1,80.5,23.25,42.0,15.25,70.435,1.0,4,1.0,0.0,0.0
20260796,IS 231,Spring 2024,1,3,72.02,20,46,17,1,76.75,22.0,38.75,16.0,72.91499999999999,1.0,4,1.0,74.5,1.0
20260796,CS 241,Fall 2023,0,2,66.4,30,44,16,1,75.0,19.5,39.25,16.25,74.32,1.0,4,1.0,0.0,0.0
20260796,HU 334,Fall 2023,1,2,64.61,24,38,14,1,78.5,21.0,40.75,16.75,74.76749999999998,1.0,4,1.0,78.0,1.0
20262248,IS 350,Fall 2024,0,3,80.45,23,40,20,1,84.25,25.25,43.75,15.25,69.445,1.0,4,1.0,0.0,0.0
20262248,IS 345,Fall 2023,1,3,66.09,26,38,13,1,85.75,24.5,44.25,17.0,73.035,1.0,4,1.0,86.66666666666667,1.0
20262248,IS 351,Spring 2024,1,3,98.28,25,50,12,1,83.25,24.75,41.25,17.25,64.98750000000001,1.0,4,1.0,83.33333333333333,1.0
20262248,CS 213,Fall 2024,1,4,60.07,20,43,16,1,85.25,26.0,43.0,16.25,74.54,1.0,4,1.0,86.0,1.0
20262248,IS 360,Fall 2024,1,3,53.34,30,44,20,1,81.5,23.5,42.75,15.25,76.22250000000001,1.0,4,1.0,81.0,1.0
20260592,HU 323,Spring 2024,0,3,80.57,29,38,17,1,46.0,11.25,21.5,13.25,78.405,0.5,4,0.5,0.0,0.0
20260592,CS 221,Spring 2024,0,3,85.96,9,24,13,0,55.5,16.25,25.0,14.25,77.0575,0.75,4,0.75,0.0,0.0
20260592,IT 111,Fall 2024,1,2,81.4,11,26,16,1,53.75,15.75,24.5,13.5,78.19749999999999,0.5,4,0.5,52.0,1.0
20260592,IS 360,Fall 2023,0,2,61.16,4,24,5,0,58.75,17.5,25.0,16.25,83.2575,0.75,4,0.75,0.0,0.0
20260592,PH 111,Fall 2023,1,2,85.1,21,12,19,1,54.0,13.25,28.0,12.75,77.2725,0.5,4,0.5,53.0,1.0
20260063,IT 222,Fall 2024,0,2,91.43,29,39,15,1,71.5,23.0,34.5,14.0,66.045,1.0,2,1.0,0.0,0.0
20260063,IS 211,Fall 2023,1,2,68.5,16,37,18,1,77.5,29.5,35.5,12.5,77.51,1.0,2,1.0,77.5,1.0
20260063,IS 441,Fall 2024,0,2,63.59,30,32,10,1,77.0,22.5,38.0,16.5,79.965,1.0,2,1.0,0.0,0.0
20260328,IS 451,Fall 2024,1,4,57.34,27,36,16,1,81.33333333333333,21.0,44.0,16.333333333333332,74.14333333333333,1.0,3,1.0,89.0,1.0
